pmid	title_e	journal
34418960	Clinical and epidemiologic characteristics of inconclusive results in SARS-CoV-2 RT-PCR assays.	BMC Infect Dis
34418950	Coronavirus disease-19 and headache; impact on pre-existing and characteristics of de novo: a cross-sectional study.	J Headache Pain
34418914	High Fibrosis-4 Index Is Related with Worse Clinical Outcome in Patients with Coronavirus Disease 2019 and Diabetes Mellitus: A Multicenter Observational Study.	Endocrinol Metab (Seoul)
34418893	Diagnosis of COVID-19 by Serology in Admitted Patients with Negative RT-PCR Assay.	Iran J Allergy Asthma Immunol
34418873	FDG PET/CT imaging features and clinical utility in COVID-19.	Clin Imaging
34418823	Evaluation of the Abbott Panbio(TM) COVID-19 Ag rapid antigen test for the detection of SARS-CoV-2 in asymptomatic Canadians.	Diagn Microbiol Infect Dis
34418735	"COVID-19 severity and outcome in multiple sclerosis: Results of a national, registry-based, matched cohort study."	Mult Scler Relat Disord
34418634	CRISPR-Cas based virus detection: Recent advances and perspectives.	Biosens Bioelectron
34418621	A comparison of four commercially available RNA extraction kits for wastewater surveillance of SARS-CoV-2 in a college population.	Sci Total Environ
34418566	How to ab(use) a COVID-19 antigen rapid test with soft drinks?	Int J Infect Dis
34418565	Risk factors for pulmonary embolism in patients with COVID-19: a systemic review and meta-analysis.	Int J Infect Dis
34418412	Influenza and Anosmia: important prediction factors for severity and death of COVID-19.	J Infect
34417919	Lactate is associated with mortality in very old intensive care patients suffering from COVID-19: results from an international observational study of 2860 patients.	Ann Intensive Care
34417704	Neurological manifestations of COVID-19 in patients: from path physiology to therapy.	Neurol Sci
34417260	SARS-CoV-2 Infection Drives a Glycan Switch of Peripheral T Cells at Diagnosis.	J Immunol
34417256	Association of body mass index with morbidity in patients hospitalised with COVID-19.	BMJ Open Respir Res
34417223	SARS-CoV-2 RNA and antibody detection in breast milk from a prospective multicentre study in Spain.	Arch Dis Child Fetal Neonatal Ed
34417020	Cardiopulmonary Exercise Testing in Patients with Post-COVID-19 Syndrome.	Med Clin (Barc)
34416811	[Evaluation of a Visually-Read Rapid Antigen Test Kit (SGA V-Chek) for Detection of SARS-CoV-2 Virus].	Mikrobiyol Bul
34416808	[Comparison of Real Time PCR Cycle Threshold Values in Symptomatic and Asymptomatic COVID-19 Patients].	Mikrobiyol Bul
34416802	[Antibody Screening and Risk Assessment of Healthcare Professionals in the COVID-19 Pandemic].	Mikrobiyol Bul
34416801	[Clinical Characteristics of Mild-Moderate COVID-19 Patients and Risk Factors for the Development of Pneumonia].	Mikrobiyol Bul
34416799	[Analysis of Nucleotide Changes in RT-PCR Primer/Probe Binding Regions in SARS-CoV-2 Isolates Reported from Turkey].	Mikrobiyol Bul
34416798	[Friend or Foe? Evaluation of BCG Vaccine and Latent Tuberculosis Infection Effect in Patients Diagnosed with COVID-19 Infection].	Mikrobiyol Bul
34416762	Detection of SARS-CoV-2 Virus on Stainless-Steel Surfaces: AOAC Performance Tested MethodSM 022102.	J AOAC Int
34416618	Severity does not impact on exercise capacity in COVID-19 survivors.	Respir Med
34416596	Cardiac biomarkers and COVID-19: A systematic review and meta-analysis.	J Infect Public Health
34416571	COVID-19 detection with traditional and deep features on cough acoustic signals.	Comput Biol Med
34416552	Quantification of anti-SARS-CoV-2 antibodies in human serum with LC-QTOF-MS.	J Pharm Biomed Anal
34416403	External Validation and Recalibration of the CURB-65 and PSI for Predicting 30-Day Mortality and Critical Care Intervention in Multiethnic Patients with COVID-19.	Int J Infect Dis
34416402	Bloodstream infections in the COVID-19 era: results from an Italian multicenter study.	Int J Infect Dis
34416262	Screening Students and Staff for Asymptomatic COVID-19 in Chicago Schools.	J Pediatr
34416121	Neurologic Manifestations and Complications of COVID-19.	Annu Rev Med
34416075	Development and validation of a simple web-based tool for early prediction of COVID-19-associated death in kidney transplant recipients.	Am J Transplant
34415840	Exploiting Shared Knowledge from Non-COVID Lesions for Annotation-Efficient COVID-19 CT Lung Infection Segmentation.	IEEE J Biomed Health Inform
34415572	Correlation Between a Quantitative Anti-SARS-CoV-2 IgG ELISA and Neutralization Activity.	J Med Virol
34415553	"Environmental Surveillance of SARS-CoV-2 RNA in Wastewater and Groundwater in Quintana Roo, Mexico."	Food Environ Virol
34415473	Immunological parameters associated with the severity of COVID-19 pneumonia in kidney transplant recipients.	Int Urol Nephrol
34415422	"Comparison of four commercial, automated antigen tests to detect SARS-CoV-2 variants of concern."	Med Microbiol Immunol
34415311	Natural Language Processing Enabling COVID-19 Predictive Analytics to Support Data-Driven Patient Advising and Pooled Testing.	J Am Med Inform Assoc
34415201	Lung perfusion changes in COVID-19 pneumonia: a dual energy computerized tomography study.	Br J Radiol
34415051	Systemic thrombolysis in ischaemic stroke patients with COVID-19.	Acta Neurol Scand
34414982	Prognostic impact of atrial fibrillation in patients with severe acute respiratory syndrome coronavirus 2 infection.	Medicine (Baltimore)
34414924	Gargle lavage & saliva: Feasible & cheaper alternatives to nasal & throat swabs for diagnosis of COVID-19.	Indian J Med Res
34414911	Rhino-orbital-cerebral-mucormycosis in COVID-19: A systematic review.	Indian J Pharmacol
34414811	The Frequency and Clinical Assessment of COVID-19 in Patients With Chronic Rhinosinusitis.	Ear Nose Throat J
34414665	Follow-up of renal transplant recipients after acute COVID-19-A prospective cohort single-center study.	Immun Inflamm Dis
34414502	Innovative design of 3D-printed nasopharyngeal pediatric swab for COVID-19 detection.	3D Print Med
34414141	Prevalence of Smell or Taste Dysfunction Among Children With COVID-19 Infection: A Systematic Review and Meta-Analysis.	Front Pediatr
34414135	Elevated Plasma Fibrinogen Is Associated With Excessive Inflammation and Disease Severity in COVID-19 Patients.	Front Cell Infect Microbiol
34414101	"Epidemiology, Clinical Features and Management of Rhino Orbital Mucormycosis in Post COVID 19 Patients."	Indian J Otolaryngol Head Neck Surg
34414075	Ocular manifestations and SARS-CoV-2 detection in tears and conjunctival scrape from non-severe COVID-19 patients.	Int J Ophthalmol
34414048	Evaluation of Characteristics and Outcomes for Patients with Diabetic Ketoacidosis (DKA) With and Without COVID-19 in Elmhurst Queens During Similar Three-Month Periods in 2019 and 2020.	Cureus
34413468	"A prospective cohort study on the intersectionality of obesity, chronic disease, social factors, and incident risk of COVID-19 in US low-income minority middle-age mothers."	Int J Obes (Lond)
34413324	Machine learning approach to dynamic risk modeling of mortality in COVID-19: a UK Biobank study.	Sci Rep
34412984	"The usefulness of a combination of age, body mass index, and blood urea nitrogen as prognostic factors in predicting oxygen requirements in patients with coronavirus disease 2019."	J Infect Chemother
34412859	Longitudinal evaluation of laboratory-based serological assays for SARS-CoV-2 antibody detection.	Pathology
34412837	An explainable AI system for automated COVID-19 assessment and lesion categorization from CT-scans.	Artif Intell Med
34412784	Comparison of approaches to quantify SARS-CoV-2 in wastewater using RT-qPCR: Results and implications from a collaborative inter-laboratory study in Canada.	J Environ Sci (China)
34412728	Repeated Antigen Testing Among SARS-CoV-2-Positive Nursing Home Residents.	Infect Control Hosp Epidemiol
34412620	Prevalence and associated characteristics of anti-SARS-CoV-2 antibodies in Mexico 5 months after pandemic arrival.	BMC Infect Dis
34412614	Quantitative CT for detecting COVID19 pneumonia in suspected cases.	BMC Infect Dis
34412466	Ultrasensitive and Simultaneous Detection of Two Specific SARS-CoV-2 Antigens in Human Specimens Using Direct/Enrichment Dual-Mode Fluorescence Lateral Flow Immunoassay.	ACS Appl Mater Interfaces
34412095	Covid-19 Sero-Prevalence and Risk Factors in a Sample of Community Health Center Employees in New York State.	J Occup Environ Med
34412018	Variability in RT-qPCR assay parameters indicates unreliable SARS-CoV-2 RNA quantification for wastewater surveillance.	Water Res
34412000	Detrimental effect of diabetes and hypertension on the severity and mortality of COVID-19 infection: A multi-center case-control study from India.	Diabetes Metab Syndr
34411989	"COVID-19, what could sepsis, severe acute pancreatitis, gender differences, and aging teach us?"	Cytokine
34411765	"Trends in Pediatric Viral Symptoms, Influenza Testing, and SARS-CoV-2 Testing from a Statewide Electronic Health Record Consortium, January 2017-July 2021."	Acad Pediatr
34411557	Sources and clinical significance of aspartate aminotransferase increases in COVID-19.	Clin Chim Acta
34411490	In-hospital outcomes of COVID-19 infection in patients with underlying cardiovascular disease.	Expert Rev Cardiovasc Ther
34411469	Cardiotocographic features in COVID-19 infected pregnant women.	J Perinat Med
34411383	Neurological symptoms and complications in predominantly hospitalized COVID-19 patients - results of the European multinational LEOSS registry.	Eur J Neurol
34411312	SARS-CoV-2 RNAemia with a higher nasopharyngeal viral load is strongly associated with disease severity and mortality in patients with COVID-19.	J Med Virol
34411230	Clinical spectrum of SARS-CoV-2 infection and protection from symptomatic re-infection.	Clin Infect Dis
34411078	"Use of Rapid Antigen Testing for SARS-CoV-2 in Remote Communities - Yukon-Kuskokwim Delta Region, Alaska, September 15, 2020-March 1, 2021."	MMWR Morb Mortal Wkly Rep
34410587	Acute kidney injury in hospitalized COVID-19 patients.	Int Urol Nephrol
34410561	"Evaluation of a patient specific, targeted-intensity pharmacologic thromboprophylaxis protocol in hospitalized patients with COVID-19."	J Thromb Thrombolysis
34410212	Dual-target one-step nested PCR for sensitive detection of SARS-CoV-2 nucleic acids.	Prep Biochem Biotechnol
34410058	[First results of clinical diagnostic analysis of post-COVID peripheral neuropathy].	Vestn Oftalmol
34409924	Bacterial Superinfection Pneumonia in Patients Mechanically Ventilated for COVID-19 Pneumonia.	Am J Respir Crit Care Med
34409914	The Relationship Between Insulin Use And Increased Mortality In Patients With COVID-19 And Diabetes: A Meta-Analysis.	Endocr Res
34409900	Evaluating red blood cell distribution width from community blood tests as a predictor of hospitalization and mortality in adults with SARS-CoV-2: a cohort study.	Ann Med
34409785	Experimental and Mathematical Optimization of a Pooling Test for Detection of SARS-CoV-2 in a Population with Low Viral Load.	Infect Chemother
34409779	Comparison of Comorbidities in Relation to Critical Conditions among Coronavirus Disease 2019 Patients: A Network Meta-Analysis.	Infect Chemother
34409772	Testosterone in males with COVID-19: A seven-month cohort study.	Andrology
34409590	Predictors of Mortality Among Long-Term Care Residents with SARS-CoV-2 Infection.	J Am Geriatr Soc
34409400	"Patterns and descriptors of COVID-19 testing and lab-confirmed COVID-19 incidence in Manitoba, Canada, March 2020-May 2021: A population-based study."	Lancet Reg Health Am
34409289	"Spectrum, risk factors and outcomes of neurological and psychiatric complications of COVID-19: a UK-wide cross-sectional surveillance study."	Brain Commun
34409122	Rapid Base-Specific Calling of SARS-CoV-2 Variants of Concern Using Combined RT-PCR Melting Curve Screening and SIRPH Technology.	Open Forum Infect Dis
34408857	"Mapping of serological testing and SARS-CoV-2 seroprevalence studies performed in 20 European countries, March-June 2020."	J Glob Health
34408531	Risk Predictors and Symptom Features of Long COVID Within a Broad Primary Care Patient Population Including Both Tested and Untested Patients.	Pragmat Obs Res
34408476	Independent Risk Factors for the Dynamic Development of COVID-19: A Retrospective Study.	Int J Gen Med
34408447	Abnormal Indexes of Liver and Kidney Injury Markers Predict Severity in COVID-19 Patients.	Infect Drug Resist
34408431	Comorbidities and Risk Factors for Severe Outcomes in COVID-19 Patients in Saudi Arabia: A Retrospective Cohort Study.	J Multidiscip Healthc
34408169	A simple and fast spectroscopy-based technique for Covid-19 diagnosis.	Sci Rep
34408047	"Ethnic variation in outcome of people hospitalised during the first COVID-19 epidemic wave in Wales (UK): an analysis of national surveillance data using Onomap, a name-based ethnicity classification tool."	BMJ Open
34407759	A systematic review of the sensitivity and specificity of lateral flow devices in the detection of SARS-CoV-2.	BMC Infect Dis
34407661	Gender Difference in Perceived Symptoms and Laboratory Investigations in Suspected and Confirmed COVID-19 Cases: A Retrospective Study.	J Prim Care Community Health
34407480	Cross-reactive humoral immune responses against seasonal human coronaviruses in COVID-19 patients with different disease severity.	Int J Infect Dis
34407126	Validation of a direct-to-PCR COVID-19 detection protocol utilizing mechanical homogenization: A model for reducing resources needed for accurate testing.	PLoS One
34407118	The impact of the COVID-19 pandemic on microbial keratitis presentation patterns.	PLoS One
34407100	Development of an alternative saliva test for diagnosis of SARS-CoV-2 using TRIzol: Adapting to countries with lower incomes looking for a large-scale detection program.	PLoS One
34407039	Long-Term Acute Care Hospital Outcomes of Mechanically Ventilated Patients With Coronavirus Disease 2019.	Crit Care Med
34406945	Rapid Detection of Anti-SARS-CoV-2 antibody Using a Selenium Nanoparticle-based Lateral Flow Immunoassay.	IEEE Trans Nanobioscience
34406913	SARS-CoV-2 natural infection in animals: A systematic review of studies and case reports and series.	Vet Q
34406838	Saliva is Comparable to Nasopharyngeal Swabs for Molecular Detection of SARS-CoV-2.	Microbiol Spectr
34406813	"Pre-Vaccine Positivity of SARS-CoV-2 Antibodies in Alberta, Canada during the First Two Waves of the COVID-19 Pandemic."	Microbiol Spectr
34406805	Comprehensive Characterization of COVID-19 Patients with Repeatedly Positive SARS-CoV-2 Tests Using a Large U.S. Electronic Health Record Database.	Microbiol Spectr
34406802	Mortality in Cancer Patients With COVID-19 Who Are Admitted to an ICU or Who Have Severe COVID-19: A Systematic Review and Meta-Analysis.	JCO Glob Oncol
34406674	"Evaluation of the Relationship Between Serum levels of Zinc, Vitamin B12, Vitamin D and Clinical outcomes in Patients with COVID-19."	J Med Virol
34406670	Elevated inflammatory markers are associated with poor outcomes in COVID-19 patients treated with remdesivir.	J Med Virol
34406633	Bacterial infections in patients hospitalized with COVID-19.	Intern Emerg Med
34406520	COVID-19 clinical and laboratory diagnosis overview.	J Egypt Public Health Assoc
34406504	COVID-19 in children: clinical and epidemiological spectrum in the community.	Eur J Pediatr
34406396	Diabetes Increases Severe COVID-19 Outcomes Primarily in Younger Adults.	J Clin Endocrinol Metab
34406312	Low molecular weight heparin is useful in adult COVID-19 inpatients. Experience during the first Spanish wave: observational study.	Sao Paulo Med J
34406301	Pediatric multisystem inflammatory syndrome associated with COVID-19: urgent attention required.	Rev Assoc Med Bras (1992)
34406298	Evaluation of cardiac parameters between survivors and nonsurvivors of COVID-19 patients.	Rev Assoc Med Bras (1992)
34406297	Evaluation of coagulation parameters: Coronavirus disease 2019 (COVID-19) between survivors and nonsurvivors.	Rev Assoc Med Bras (1992)
34406295	Correlation between venous blood gas indices and radiological involvements of COVID-19 patients at first admission to emergency department.	Rev Assoc Med Bras (1992)
34406260	Guillain-Barre syndrome associated with SARS-CoV-2 infection: a scoping review.	Rev Assoc Med Bras (1992)
34406257	Is there a relation between computed tomography findings and electrocardiography findings in COVID-19?	Rev Assoc Med Bras (1992)
34406222	COVID-19 diagnosis by RT-qPCR in alternative specimens.	Mem Inst Oswaldo Cruz
34406205	Analysis of the service telessaude-COVID in a municipality of Minas Gerais.	Rev Bras Epidemiol
34406175	Risk of Severe COVID-19 Increased by Metabolic Dysfunction-associated Fatty Liver Disease: A Meta-analysis.	J Clin Gastroenterol
34406031	Usefulness of C-reactive protein/albumin ratio as a predictor of new-onset atrial fibrillation in SARS coronavirus-2.	Biomark Med
34405950	"Cardiac biomarkers, cardiac injury, and comorbidities associated with severe illness and mortality in coronavirus disease 2019 (COVID-19): A systematic review and meta-analysis."	Immun Inflamm Dis
34405767	COVID-19 among patients with hematological malignancies: a national Israeli retrospective analysis with special emphasis on treatment and outcome.	Leuk Lymphoma
34405756	Universal testing for COVID-19 in patients undergoing cancer treatment during the second outbreak in Brescia.	Tumori
34405683	Catching the second wave: clinical characteristics and nosocomial infection rates in major trauma and orthopaedic patients during the COVID-19 pandemic.	Bone Jt Open
34405592	Significance and Associated Factors of Long-Term Sequelae in Patients after Acute COVID-19 Infection in Korea.	Infect Chemother
34405560	Incidence of and factors associated with SARS-CoV-2 infection among people living with HIV in Southern Spain after one year of pandemic.	Transbound Emerg Dis
34405546	Impact of coronavirus disease 2019 on respiratory surveillance and explanation of high detection rate of human rhinovirus during the pandemic in the Republic of Korea.	Influenza Other Respir Viruses
34405153	Neural Style Transfer as Data Augmentation for Improving COVID-19 Diagnosis Classification.	SN Comput Sci
34405142	Clinical characteristics of headache after vaccination against COVID-19 (coronavirus SARS-CoV-2) with the BNT162b2 mRNA vaccine: a multicentre observational cohort study.	Brain Commun
34405138	COVID-19 and the effects on pulmonary function following infection: A retrospective analysis.	EClinicalMedicine
34405131	SARS-CoV-2 Viral Load and Cardiac Injury are Independent and Incremental Predictors of Adverse Outcome.	Mayo Clin Proc Innov Qual Outcomes
34405126	Molecular Diagnosis of SARS-CoV-2: Assessing and Interpreting Nucleic Acid and Antigen Tests.	Pathog Immun
34405093	Characteristics of High-Titer Convalescent Plasma and Antibody Dynamics After Administration in Patients With Severe Coronavirus Disease 2019.	Open Forum Infect Dis
34404990	Cardiovascular injuries and SARS-COV-2 infection: focus on elderly people.	J Geriatr Cardiol
34404838	Deep forest model for diagnosing COVID-19 from routine blood tests.	Sci Rep
34404759	Dynamic landscape mapping of humoral immunity to SARS-CoV-2 identifies non-structural protein antibodies associated with the survival of critical COVID-19 patients.	Signal Transduct Target Ther
34404716	"Serological surveys to estimate cumulative incidence of SARS-CoV-2 infection in adults (Sero-MAss study), Massachusetts, July-August 2020: a mail-based cross-sectional study."	BMJ Open
34404693	Gustatory and olfactory dysfunctions in hospitalised patients with COVID-19 pneumonia: a prospective study.	BMJ Open
34404546	"Evaluation of sample pooling for the detection of SARS-CoV-2 in a resource-limited setting, Dominican Republic."	Enferm Infecc Microbiol Clin
34404471	Discrepancy between PCR based SARS-CoV-2 tests suggests the need to re-evaluate diagnostic assays.	BMC Res Notes
34404458	Machine learning identifies ICU outcome predictors in a multicenter COVID-19 cohort.	Crit Care
34404383	Prevalence and clinical consequences of atelectasis in SARS-CoV-2 pneumonia: a computed tomography retrospective cohort study.	BMC Pulm Med
34404266	The Influence of Coronavirus Disease-2019 (COVID-19) On Parkinson's Disease: An Updated Systematic Review.	J Prim Care Community Health
34404155	[Distribution and infectious characteristics of re-positive cases infected with SARS-CoV-2].	Zhonghua Liu Xing Bing Xue Za Zhi
34403950	"Calculated plasma osmolality at hospital admission correlates well with eGFR and D-Dimer, a simple outcome predictor and guiding tool for management of severe COVID-19 patients."	Diabetes Metab Syndr
34403841	"Prediction of COVID Criticality Score with Laboratory, Clinical and CT Images using Hybrid Regression Models."	Comput Methods Programs Biomed
34403821	Laboratory Analysis of Symptomatic and Asymptomatic Pregnant Patients with SARS-CoV-2 Infection.	Am J Obstet Gynecol MFM
34403784	"Cycle threshold values are inversely associated with poorer outcomes in hospitalised patients with Covid-19: a prospective, observational cohort study conducted at a UK tertiary hospital."	Int J Infect Dis
34403775	"The theory and practice of the viral dose in neutralization assay: Insights on SARS-CoV-2 ""doublethink"" effect."	J Virol Methods
34403755	"Analysis of COVID-19 outbreaks in three long-term care facilities in Graz, Austria."	Am J Infect Control
34403523	Clinical characteristics of paediatric COVID-19 patients followed for up to 13 months.	Acta Paediatr
34403456	"Clinical validation of an open-access SARS-COV-2 antigen detection lateral flow assay, compared to commercially available assays."	PLoS One
34403446	Direct detection of SARS-CoV-2 antisense and sense genomic RNA in human saliva by semi-autonomous fluorescence in situ hybridization: A proxy for contagiousness?	PLoS One
34403368	Inflammation-type dysbiosis of the oral microbiome associates with the duration of COVID-19 symptoms and long-COVID.	JCI Insight
34403152	Utility of Telemedicine for Diagnosis and Management of Laryngology-Related Complaints during COVID-19.	Laryngoscope
34403145	A nomogram prediction of outcome in patients with COVID-19 based on individual characteristics incorporating immune response-related indicators.	J Med Virol
34403142	Anti-SARS-CoV-2 IgG levels in relation to disease severity of COVID-19.	J Med Virol
34403043	Autonomic dysfunction in SARS-COV-2 infection acute and long-term implications COVID-19 editor's page series.	J Thromb Thrombolysis
34403024	Value of standard echocardiography at the bedside for COVID-19 patients in intensive care units: a Japanese single-center analysis.	J Med Ultrason (2001)
34402958	Imaging pediatric acute appendicitis during the coronavirus disease 2019 (COVID-19) pandemic: collateral damage is variable.	Pediatr Radiol
34402949	No association of anti-osteoporosis drugs with COVID-19-related outcomes in women: a nationwide cohort study.	Osteoporos Int
34402750	High estradiol and low testosterone levels are associated with critical illness in male but not in female COVID-19 patients: a retrospective cohort study.	Emerg Microbes Infect
34402479	Real-time reverse transcription-polymerase chain reaction assay panel for the detection of severe acute respiratory syndrome coronavirus 2 and its variants.	Chin Med J (Engl)
34402469	The natural history of COVID-19 in patients with inflammatory bowel disease: a nationwide study by the Hellenic Society for the study of IBD.	Eur J Gastroenterol Hepatol
34402230	Epidemiology and Clinical Features of Myocarditis/Pericarditis before the Introduction of mRNA COVID-19 Vaccine in Korean Children: a Multicenter Study.	J Korean Med Sci
34402152	A Global Country Level Analysis of The Relationship between Obesity and COVID-19 Cases and Mortality.	Diabetes Obes Metab
34401969	Clinical profile and outcomes of COVID-19 patients with acute kidney injury: a tertiary centre experience from South India.	Clin Exp Nephrol
34401939	"Delirium in critical illness: clinical manifestations, outcomes, and management."	Intensive Care Med
34401931	"Should we operate on all patients with COVID-19 and proximal femoral fractures? An analysis of thirty, sixty, and ninety day mortality rates based on patients' clinical presentation and comorbidity: a multicentric study in Northern Italy."	Int Orthop
34401746	The wide spectrum of COVID-19 neuropsychiatric complications within a multidisciplinary centre.	Brain Commun
