pmid	title_e	journal
34417349	SARS-CoV-2 escape from a highly neutralizing COVID-19 convalescent plasma.	Proc Natl Acad Sci U S A
34417262	LTB4-Driven Inflammation and Increased Expression of ALOX5/ACE2 During Severe COVID-19 in Individuals With Diabetes.	Diabetes
34417260	SARS-CoV-2 Infection Drives a Glycan Switch of Peripheral T Cells at Diagnosis.	J Immunol
34416799	[Analysis of Nucleotide Changes in RT-PCR Primer/Probe Binding Regions in SARS-CoV-2 Isolates Reported from Turkey].	Mikrobiyol Bul
34416777	[SARS-CoV-2 vaccines and reaction of the immune system. Can the epidemic spread of the virus be prevented by vaccination?]	Dtsch Med Wochenschr
34416512	Antiviral strategies targeting host factors and mechanisms obliging +ssRNA viral pathogens.	Bioorg Med Chem
34416436	A model for COVID-19-induced dysregulation of ACE2 shedding by ADAM17.	Biochem Biophys Res Commun
34416332	Fluoxetine hydrochloride loaded lipid polymer hybrid nanoparticles showed possible efficiency against SARS-CoV-2 infection.	Int J Pharm
34416267	Hypoxia alters the expression of ACE2 and TMPRSS2 SARS-CoV-2 cell entry mediators in hCMEC/D3 cells.	Microvasc Res
34416153	One-shot identification of SARS-CoV-2 S RBD escape mutants using yeast screening.	Cell Rep
34416121	Neurologic Manifestations and Complications of COVID-19.	Annu Rev Med
34415804	Targetting ferroptosis for blood cell-related diseases.	J Drug Target
34415583	Evolution of viral variants in remdesivir treated and untreated SARS-CoV-2 infected paediatrics patients.	J Med Virol
34415218	Vitamin D3 and its hydroxyderivatives as promising drugs against COVID-19: a computational study.	J Biomol Struct Dyn
34415156	Probing the Allosteric Inhibition Mechanism of a Spike Protein Using Molecular Dynamics Simulations and Active Compound Identifications.	J Med Chem
34414841	Renin-angiotensin system modulators in COVID-19 patients with hypertension: friend or foe?	Clin Exp Hypertens
34414383	Protective heterologous T cell immunity in COVID-19 induced by the trivalent Measles-Mumps-Rubella and Tetanus-Diptheria-Pertussis vaccine antigens.	Med (N Y)
34414379	Optimization of antigen specific CD8(+) T cell activation conditions for infectious diseases including COVID-19.	STAR Protoc
34414360	"Rational Design of Hybrid SARS-CoV-2 Main Protease Inhibitors Guided by the Superimposed Cocrystal Structures with the Peptidomimetic Inhibitors GC-376, Telaprevir, and Boceprevir."	ACS Pharmacol Transl Sci
34414260	Angiotensin Converting Enzyme-2 (ACE-2) role in disease and future in research.	J Lung Pulm Respir Res
34414206	Poliovirus Vaccination Induces a Humoral Immune Response That Cross Reacts With SARS-CoV-2.	Front Med (Lausanne)
34414199	"Downregulation of CD45 Signaling in COVID-19 Patients Is Reversed by C24D, a Novel CD45 Targeting Peptide."	Front Med (Lausanne)
34414185	N439K Variant in Spike Protein Alter the Infection Efficiency and Antigenicity of SARS-CoV-2 Based on Molecular Dynamics Simulation.	Front Cell Dev Biol
34413782	"Rarely Recognized Antibody Diversification in Covid-19 Evolution to Counteract Advanced SARS-CoV-2 Evasion Strategies, and Implications for Prophylactic Treatment."	Front Physiol
34413500	A glycan gate controls opening of the SARS-CoV-2 spike protein.	Nat Chem
34413488	Activation or exhaustion of CD8(+) T cells in patients with COVID-19.	Cell Mol Immunol
34413390	"Tissue-specific expression of the SARS-CoV-2 receptor, angiotensin-converting enzyme 2, in mouse models of chronic kidney disease."	Sci Rep
34413339	SARS-CoV-2 infection initiates interleukin-17-enriched transcriptional response in different cells from multiple organs.	Sci Rep
34413267	The potential role of abnormal angiotensin-converting enzyme 2 expression correlated with immune infiltration after SARS-CoV-2 infection in the prognosis of breast cancer.	Aging (Albany NY)
34413211	Morphological cell profiling of SARS-CoV-2 infection identifies drug repurposing candidates for COVID-19.	Proc Natl Acad Sci U S A
34412732	The role of ACE2 in the renin-angiotensin-system: Etiology and therapy of COVID-19 from a pharmaceutical perspective.	Pharmazie
34411989	"COVID-19, what could sepsis, severe acute pancreatitis, gender differences, and aging teach us?"	Cytokine
34411900	"Camphor, Artemisinin and Sumac Phytochemicals as inhibitors against COVID-19: Computational approach."	Comput Biol Med
34411541	Convergent antibody responses to the SARS-CoV-2 spike protein in convalescent and vaccinated individuals.	Cell Rep
34410443	Identification and characterization of mutations in the SARS-CoV-2 RNA-dependent RNA polymerase as a promising antiviral therapeutic target.	Arch Microbiol
34410305	Association of Antineoplastic Therapy With Decreased SARS-CoV-2 Infection Rates in Patients With Cancer.	JAMA Oncol
34409778	Effectiveness of Mavrilimumab in Viral Infections Including SARS-CoV-2 Infection - A Brief Review.	Infect Chemother
34409597	Interface-based design of the favipiravir-binding site in SARS-CoV-2 RNA-dependent RNA polymerase reveals mutations conferring resistance to chain termination.	FEBS Lett
34409594	Genome-scale metabolic modelling of SARS-CoV-2 in cancer cells reveals an increased shift to glycolytic energy production.	FEBS Lett
34408808	Optimization of Triarylpyridinone Inhibitors of the Main Protease of SARS-CoV-2 to Low-Nanomolar Antiviral Potency.	ACS Med Chem Lett
34408749	Long Noncoding RNAs as Emerging Regulators of COVID-19.	Front Immunol
34408743	Fast and Efficient Genome Editing of Human FOXP3(+) Regulatory T Cells.	Front Immunol
34408462	"Characterization of Virus Replication, Pathogenesis, and Cytokine Responses in Syrian Hamsters Inoculated with SARS-CoV-2."	J Inflamm Res
34408131	HIF-1alpha promotes SARS-CoV-2 infection and aggravates inflammatory responses to COVID-19.	Signal Transduct Target Ther
34408130	Yeast-produced RBD-based recombinant protein vaccines elicit broadly neutralizing antibodies and durable protective immunity against SARS-CoV-2 infection.	Cell Discov
34407944	Immune checkpoint inhibitors increase T cell immunity during SARS-CoV-2 infection.	Sci Adv
34407940	Age-dependent regulation of SARS-CoV-2 cell entry genes and cell death programs correlates with COVID-19 severity.	Sci Adv
34407648	Activation of the trigeminal system as a likely target of SARS-CoV-2 may contribute to anosmia in COVID-19.	Cephalalgia
34407240	Molecular mimicry between SARS-CoV-2 and the female reproductive system.	Am J Reprod Immunol
34407143	"Genomics-guided identification of potential modulators of SARS-CoV-2 entry proteases, TMPRSS2 and Cathepsins B/L."	PLoS One
34406867	Natural isolate and recombinant SARS-CoV-2 rapidly evolve in vitro to higher infectivity through more efficient binding to heparan sulfate and reduced S1/S2 cleavage.	J Virol
34406858	Synergistic block of SARS-CoV-2 infection by combined drug inhibition of the host entry factors PIKfyve kinase and TMPRSS2 protease.	J Virol
34406390	Immunoinflammatory role of apolipoprotein E4 in malnutrition and enteric infections and the increased risk for chronic diseases under adverse environments.	Nutr Rev
34406358	Intravenous injection of COVID-19 mRNA vaccine can induce acute myopericarditis in mouse model.	Clin Infect Dis
34406356	coronaSPAdes: from biosynthetic gene clusters to RNA viral assemblies.	Bioinformatics
34406303	Diabetes in the COVID-19 pandemic era.	Rev Assoc Med Bras (1992)
34406302	Cardiovascular damage due to COVID-19: what do we need to know?	Rev Assoc Med Bras (1992)
34406239	"Telomere length: biological marker of cellular vitality, aging, and health-disease process."	Rev Assoc Med Bras (1992)
34405870	"Immune complexes, innate immunity, and NETosis in ChAdOx1 vaccine-induced thrombocytopenia."	Eur Heart J
34405765	"Molecular dynamics simulation, 3D-pharmacophore and scaffold hopping analysis in the design of multi-target drugs to inhibit potential targets of COVID-19."	J Biomol Struct Dyn
34405764	A Combination of alpha-Lipoic Acid (ALA) and Palmitoylethanolamide (PEA) Blocks Endotoxin-Induced Oxidative Stress and Cytokine Storm: A Possible Intervention for COVID-19.	J Diet Suppl
34405154	Luciferase reporter assays to monitor interferon signaling modulation by SARS-CoV-2 proteins.	STAR Protoc
34405122	"Potential of diterpene compounds as antivirals, a review."	Heliyon
34404999	Antiviral nanoparticles for sanitizing surfaces: a roadmap to self-sterilizing against COVID-19.	Nano Today
34404990	Cardiovascular injuries and SARS-COV-2 infection: focus on elderly people.	J Geriatr Cardiol
34404957	"Molecular docking and dynamic simulations of Cefixime, Etoposide and Nebrodenside A against the pathogenic proteins of SARS-CoV-2."	J Mol Struct
34404919	Repurposing the estrogen receptor modulator raloxifene to treat SARS-CoV-2 infection.	Cell Death Differ
34404832	"Inhibiting SARS-CoV-2 infection in vitro by suppressing its receptor, angiotensin-converting enzyme 2, via aryl-hydrocarbon receptor signal."	Sci Rep
34404805	A broadly neutralizing humanized ACE2-targeting antibody against SARS-CoV-2 variants.	Nat Commun
34404803	Protective humoral and cellular immune responses to SARS-CoV-2 persist up to 1 year after recovery.	Nat Commun
34404775	Two doses of SARS-CoV-2 vaccination induce robust immune responses to emerging SARS-CoV-2 variants of concern.	Nat Commun
34404759	Dynamic landscape mapping of humoral immunity to SARS-CoV-2 identifies non-structural protein antibodies associated with the survival of critical COVID-19 patients.	Signal Transduct Target Ther
34404754	Respiratory epithelial cell responses to SARS-CoV-2 in COVID-19.	Thorax
34404266	The Influence of Coronavirus Disease-2019 (COVID-19) On Parkinson's Disease: An Updated Systematic Review.	J Prim Care Community Health
34404118	Natural infection of Delta mutant of SARS-CoV-2 in Asiatic Lions of India.	Transbound Emerg Dis
34403938	Computational screening of 645 antiviral peptides against the receptor-binding domain of the spike protein in SARS-CoV-2.	Comput Biol Med
34403832	Characterization of the emerging B.1.621 variant of interest of SARS-CoV-2.	Infect Genet Evol
34403732	Identification of Natural Compounds as SARS-CoV-2 Entry Inhibitors by Molecular Docking-based Virtual Screening with Bio-layer Interferometry.	Pharmacol Res
34403681	Deliver the promise: RNAs as a new class of molecular entities for therapy and vaccination.	Pharmacol Ther
34403674	"SARS-CoV-2 (Covid-19) vaccines structure, mechanisms and effectiveness: A review."	Int J Biol Macromol
34403650	Cardiomyocytes recruit monocytes upon SARS-CoV-2 infection by secreting CCL2.	Stem Cell Reports
34403647	Near-physiological-temperature serial crystallography reveals conformations of SARS-CoV-2 main protease active site for improved drug repurposing.	Structure
34403366	Self-sustaining interleukin-8 loops drive a prothrombotic neutrophil phenotype in severe COVID-19.	JCI Insight
34403259	Discovery of Novel Small-Molecule Inhibitors of SARS-CoV-2 Main Protease as Potential Leads for COVID-19 Treatment.	J Chem Inf Model
34403258	Targeting Ribosomal Frameshifting as an Antiviral Strategy: From HIV-1 to SARS-CoV-2.	Acc Chem Res
34403043	Autonomic dysfunction in SARS-COV-2 infection acute and long-term implications COVID-19 editor's page series.	J Thromb Thrombolysis
34403037	Generation and Characterization of a Nanobody Against SARS-CoV.	Virol Sin
34402744	Host-dependent editing of SARS-CoV-2 in COVID-19 patients.	Emerg Microbes Infect
34402717	Resveratrol supplementation reduces ACE2 expression in human adipose tissue.	Adipocyte
34402498	Infection outcome needs two to tango: human host and the pathogen.	Brief Funct Genomics
34402426	A proteome-wide genetic investigation identifies several SARS-CoV-2-exploited host targets of clinical relevance.	Elife
34402155	Impact of the SARS-CoV-2 Virus on Male Reproductive Health.	BJU Int
34401749	"Structural basis for the binding of the cancer targeting scorpion toxin, ClTx, to the vascular endothelia growth factor receptor neuropilin-1."	Curr Res Struct Biol
34401711	Environmental factors and their role in the transmission of SARS-CoV-2.	Biosaf Health
34401607	Systems level insights into the impact of airborne exposure on SARS-CoV-2 pathogenesis and COVID-19 outcome - A multi-omics big data study.	Gene Rep
34401047	Non-conventional interactions of N3 inhibitor with the main protease of SARS-CoV and SARS-CoV-2.	Comput Struct Biotechnol J
34400893	The role of NK cells in fighting the virus infection and sepsis.	Int J Med Sci
34400870	Salvadora persica L.: Toothbrush tree with health benefits and industrial applications - An updated evidence-based review.	Saudi Pharm J
34400835	SARS-CoV-2 variant prediction and antiviral drug design are enabled by RBD in vitro evolution.	Nat Microbiol
34400651	Distinguishing features of current COVID-19 vaccines: knowns and unknowns of antigen presentation and modes of action.	NPJ Vaccines
34400612	Systematic profiling of SARS-CoV-2-specific IgG responses elicited by an inactivated virus vaccine identifies peptides and proteins for predicting vaccination efficacy.	Cell Discov
34400495	Redox imbalance links COVID-19 and myalgic encephalomyelitis/chronic fatigue syndrome.	Proc Natl Acad Sci U S A
34400346	Proteomic signature of host response to SARS-CoV-2 infection in the nasopharynx.	Mol Cell Proteomics
34400158	ACE2 expression in rat brain: Implications for COVID-19 associated neurological manifestations.	Exp Neurol
34399986	Innate lymphoid cells (ILC) in SARS-CoV-2 infection.	Mol Aspects Med
34399825	SELP Asp603Asn and severe thrombosis in COVID-19 males.	J Hematol Oncol
34399734	"Gastrointestinal cancers, ACE-2/TMPRSS2 expression and susceptibility to COVID-19."	Cancer Cell Int
34399617	Oral Bacteria Combined with an Intranasal Vaccine Protect from Influenza A Virus and SARS-CoV-2 Infection.	mBio
34399606	Regulation of the Dimerization and Activity of SARS-CoV-2 Main Protease through Reversible Glutathionylation of Cysteine 300.	mBio
34399542	"Sphingolipids in foodstuff: Compositions, distribution, digestion, metabolism and health effects - A comprehensive review."	Food Res Int
34399188	Evolutionary analysis of the Delta and Delta Plus variants of the SARS-CoV-2 viruses.	J Autoimmun
34399157	Drug-repurposing against COVID-19 by targeting a key signaling pathway: An in silico study.	Med Hypotheses
34399021	COVID-19 AND COAGULOPATHY.	Clin Respir J
34398611	"Water-Triggered, Irreversible Conformational Change of SARS-CoV-2 Main Protease on Passing from the Solid State to Aqueous Solution."	J Am Chem Soc
34398430	Structure and Function of N-Terminal Zinc Finger Domain of SARS-CoV-2 NSP2.	Virol Sin
34398427	"Pandemic COVID-19 caused by SARS-CoV-2: genetic structure, vaccination, and therapeutic approaches."	Mol Biol Rep
34398244	Sensitive Immunodetection of Severe Acute Respiratory Syndrome Coronavirus 2 Variants of Concern 501Y.V2 and 501Y.V1.	J Infect Dis
34398243	Immunoglobulin G Immune Complexes May Contribute to Neutrophil Activation in the Course of Severe Coronavirus Disease 2019.	J Infect Dis
34398242	Nature and Dimensions of Systemic Hyperinflammation and its Attenuation by Convalescent Plasma in Severe COVID-19.	J Infect Dis
34398234	Recovery of deleted deep sequencing data sheds more light on the early Wuhan SARS-CoV-2 epidemic.	Mol Biol Evol
34398188	Acute and chronic neurological disorders in COVID-19: potential mechanisms of disease.	Brain
34398142	"User-friendly, High-throughput, and Fully Automated Data Acquisition Software for Single-particle Cryo-electron Microscopy."	J Vis Exp
34397905	Network pharmacology study on the mechanism of the Chinese medicine Radix Isatidis (Banlangen) for COVID-19.	Medicine (Baltimore)
34397376	"[Obesity, inflammation and COVID-19: preventive interest of ketogenic diet?]"	Biol Aujourdhui
34397373	[Induced degradation of proteins by PROTACs and other strategies: towards promising drugs].	Biol Aujourdhui
34397331	Low pH and temperature of airway surface liquid are key determinants that potentiate SARS-CoV-2 infectivity.	Curr Mol Med
34396938	Computational study for identifying promising therapeutic agents of hydroxychloroquine analogues against SARS-CoV-2.	J Biomol Struct Dyn
34396793	Obesity and Cardiomyopathy.	Physiol Rev
34396612	Combination of natural antivirals and potent immune invigorators: A natural remedy to combat COVID-19.	Phytother Res
34396603	Large-Sized Graphene Oxide Nanosheets Increase DC-T-Cell Synaptic Contact and the Efficacy of DC Vaccines against SARS-CoV-2.	Adv Mater
34396395	BPIFB4 Circulating Levels and Its Prognostic Relevance in COVID-19.	J Gerontol A Biol Sci Med Sci
34396391	T-CoV: a comprehensive portal of HLA-peptide interactions affected by SARS-CoV-2 mutations.	Nucleic Acids Res
34396374	Zinc thiotropolone combinations as inhibitors of the SARS-CoV-2 main protease.	Dalton Trans
34396355	Mucormycosis in COVID-19 pandemic: Risk factors and linkages.	Curr Res Microb Sci
34396354	"COVID-19 and Progesterone: Part 2. Unraveling High Severity, Immunity Patterns, Immunity grading, Progesterone and its potential clinical use."	Endocr Metab Sci
34396353	"COVID-19 and Progesterone: Part 1.SARS-CoV-2, Progesterone and its potential clinical use."	Endocr Metab Sci
34396086	SARS-CoV-2 spike protein and RNA dependent RNA polymerase as targets for drug and vaccine development: A review.	Biosaf Health
34396083	Distinct Lipid Metabolic Dysregulation in Asymptomatic COVID-19.	iScience
34396059	Identification of Novel Neutralizing Monoclonal Antibodies against SARS-CoV-2 Spike Glycoprotein.	ACS Pharmacol Transl Sci
34396046	COVID-19: a Disease with a Potpourri of Histopathologic Findings-a Literature Review and Comparison to the Closely Related SARS and MERS.	SN Compr Clin Med
34396040	Application of an integrated computational antibody engineering platform to design SARS-CoV-2 neutralizers.	Antib Ther
34395931	Massive surge of mRNA expression of clonal B-cell receptor in patients with COVID-19.	Heliyon
34395929	"Molecular encapsulation of andrographolide in 2-hydroxypropyl-beta-cyclodextrin cavity: synthesis, characterization, pharmacokinetic and in vitro antiviral activity analysis against SARS-CoV-2."	Heliyon
34395639	A review on corona virus and treatment approaches with Allium sativam.	Futur J Pharm Sci
34395638	Flavonoid compounds of buah merah (Pandanus conoideus Lamk) as a potent SARS-CoV-2 main protease inhibitor: in silico approach.	Futur J Pharm Sci
34395515	SARS-CoV-2 Spike Protein Extrapolation for COVID Diagnosis and Vaccine Development.	Front Mol Biosci
34395368	A Machine-Generated View of the Role of Blood Glucose Levels in the Severity of COVID-19.	Front Public Health
34395364	Molecular Phylogenesis and Spatiotemporal Spread of SARS-CoV-2 in Southeast Asia.	Front Public Health
34395341	Age-Related Differences in the Expression of Most Relevant Mediators of SARS-CoV-2 Infection in Human Respiratory and Gastrointestinal Tract.	Front Pediatr
34395311	Combination Treatment With Remdesivir and Ivermectin Exerts Highly Synergistic and Potent Antiviral Activity Against Murine Coronavirus Infection.	Front Cell Infect Microbiol
34395179	SARS-CoV spike proteins can compete for electrolytes in physiological fluids according to structure-based quantum-chemical calculations.	Comput Theor Chem
34395160	"Identification of lead compounds from large natural product library targeting 3C-like protease of SARS-CoV-2 using E-pharmacophore modelling, QSAR and molecular dynamics simulation."	In Silico Pharmacol
34395033	"Coronavirus Disease 2019 Infection among Children: Pathogenesis, Treatment, and Outcome."	J Pediatr Intensive Care
34394844	Discovery of Small Molecule Entry Inhibitors Targeting the Fusion Peptide of SARS-CoV-2 Spike Protein.	ACS Med Chem Lett
34394299	Corona viruses: reaching far beyond the common cold.	Afr Health Sci
34394207	What cellular mechanisms are related to thromboembolic events in patients with COVID-19?	J Vasc Bras
34394197	"poreCov-An Easy to Use, Fast, and Robust Workflow for SARS-CoV-2 Genome Reconstruction via Nanopore Sequencing."	Front Genet
34394132	Regulation of Inflammatory Cytokine Storms by Mesenchymal Stem Cells.	Front Immunol
34394127	Combination of a Sindbis-SARS-CoV-2 Spike Vaccine and alphaOX40 Antibody Elicits Protective Immunity Against SARS-CoV-2 Induced Disease and Potentiates Long-Term SARS-CoV-2-Specific Humoral and T-Cell Immunity.	Front Immunol
34394121	Diverse Effects of Exosomes on COVID-19: A Perspective of Progress From Transmission to Therapeutic Developments.	Front Immunol
34394120	Transcriptome Analysis of Peripheral Blood Mononuclear Cells Reveals Distinct Immune Response in Asymptomatic and Re-Detectable Positive COVID-19 Patients.	Front Immunol
34394108	Identification of COVID-19 and Dengue Host Factor Interaction Networks Based on Integrative Bioinformatics Analyses.	Front Immunol
34394094	Single-Cell Transcriptomic Profiling of MAIT Cells in Patients With COVID-19.	Front Immunol
34394090	CD169 Defines Activated CD14(+) Monocytes With Enhanced CD8(+) T Cell Activation Capacity.	Front Immunol
34394051	Genomic Surveillance and Phylodynamic Analyses Reveal the Emergence of Novel Mutations and Co-mutation Patterns Within SARS-CoV-2 Variants Prevalent in India.	Front Microbiol
34394046	Generation of a Sleeping Beauty Transposon-Based Cellular System for Rapid and Sensitive Screening for Compounds and Cellular Factors Limiting SARS-CoV-2 Replication.	Front Microbiol
34394024	Profiling of Oral Microbiota and Cytokines in COVID-19 Patients.	Front Microbiol
34393976	The Immunopathogenesis of Neuroinvasive Lesions of SARS-CoV-2 Infection in COVID-19 Patients.	Front Neurol
34393787	Drug Design Strategies for the Treatment of Viral Disease. Plant Phenolic Compounds and Their Derivatives.	Front Pharmacol
34393433	Molecular docking analysis of SARS-CoV-2 linked RNA dependent RNA polymerase (RdRp) with compounds from Plectranthus amboinicus.	Bioinformation
34393413	Molecular docking analysis of azithromycin and hydroxychloroquine with spike surface glycoprotein of SARS-CoV-2.	Bioinformation
34393265	Computational studies reveal Fluorine based quinolines to be potent inhibitors for proteins involved in SARS-CoV-2 assembly.	J Fluor Chem
34392930	Endolysosomal Ca(2+) signaling in cardiovascular health and disease.	Int Rev Cell Mol Biol
34392751	"Molecular modelling on SARS-CoV-2 papain-like protease: an integrated study with homology modelling, molecular docking, and molecular dynamics simulations."	SAR QSAR Environ Res
34392451	How SARS-CoV-2 might affect potassium balance via impairing epithelial sodium channels?	Mol Biol Rep
34392148	Identification of COVID-19 prognostic markers and therapeutic targets through meta-analysis and validation of Omics data from nasopharyngeal samples.	EBioMedicine
34392110	"Reduction and exhausted features of T lymphocytes under serological changes, and prognostic factors in COVID-19 progression."	Mol Immunol
34392108	"Age, obesity and hyperglycaemia: Activation of innate immunity initiates a series of molecular interactions involving anionic surfaces leading to COVID-19 morbidity and mortality."	Med Hypotheses
34391943	Immunosenescence and inflammaging in the aging process: age-related diseases or longevity?	Ageing Res Rev
34391936	Systemic DPP4/CD26 is associated with natural HIV-1 control: Implications for COVID-19 susceptibility.	Clin Immunol
34391794	Genome-wide covariation in SARS-CoV-2.	Math Biosci
34391155	Exploring the diversity of coronavirus in sewage during COVID-19 pandemic: Don't miss the forest for the trees.	Sci Total Environ
34391096	Cellular and humoral immunogenicity of a SARS-CoV-2 mRNA vaccine in patients on haemodialysis.	EBioMedicine
34391087	B and T cell response to SARS-CoV-2 vaccination in health care professionals with and without previous COVID-19.	EBioMedicine
34391075	Target capture sequencing of SARS-CoV-2 genomes using the ONETest Coronaviruses Plus.	Diagn Microbiol Infect Dis
34391037	Emerging potential mechanisms and predispositions to the neurological manifestations of COVID-19.	J Neurol Sci
34390895	The use of negative oxygen ion clusters [O2(-)(H2O)n] and bicarbonate ions [HCO3(-)] as the supportive treatment of COVID-19 infections: A possibility.	Med Hypotheses
34390682	Post-Covid-19 Tachycardia Syndrome: A distinct phenotype of Post-acute Covid-19 Syndrome.	Am J Med
34390675	CRISPR-based peptide library display and programmable microarray self-assembly for rapid quantitative protein binding assays.	Mol Cell
34390647	Differential effects of the second SARS-CoV-2 mRNA vaccine dose on T cell immunity in naive and COVID-19 recovered individuals.	Cell Rep
34390597	"The ""Oral"" History of COVID-19: Primary Infection, Salivary Transmission, and Post-Acute Implications."	J Periodontol
34390301	Endoplasmic reticulum stress and NF-kB activation in SARS-CoV-2 infected cells and their response to antiviral therapy.	IUBMB Life
34390282	SARS-CoV-2 and the brain: A review of the current knowledge on neuropathology in COVID-19.	Brain Pathol
34390216	Cardiovascular ACE2 receptor expression in patients undergoing heart transplantation.	ESC Heart Fail
34389878	The challenge of structural heterogeneity in the native mass spectrometry studies of the SARS-CoV-2 spike protein interactions with its host cell-surface receptor.	Anal Bioanal Chem
34389625	Protracted yet Coordinated Differentiation of Long-Lived SARS-CoV-2-Specific CD8(+) T Cells during Convalescence.	J Immunol
34389403	In Vivo protection from SARS-CoV-2 infection by ATN-161 in k18-hACE2 transgenic mice.	Life Sci
34389387	Brilliant glycans and glycosylation: Seq and ye shall find.	Int J Biol Macromol
34389380	EGCG as an anti-SARS-CoV-2 agent: Preventive versus therapeutic potential against original and mutant virus.	Biochimie
34389110	Iron metabolism in infections: Focus on COVID-19.	Semin Hematol
34389034	Evolutionary trajectory of SARS-CoV-2 and emerging variants.	Virol J
34388849	Platelet Surface Protein Expression and Reactivity upon TRAP Stimulation after BNT162b2 Vaccination.	Thromb Haemost
